Order,Level,Award,Name,Citation,County
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bryan Thomas Henderson WATTS ,"Port Operative, Port of Bristol.  For services to the Shipping Industry.",Bristol
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Carol Wendy WEAVER ,"For services to the community in Tattenhall, Cheshire.",Cheshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter WEBB ,"Founder and Managing Director, Electronic Temperature Instruments Ltd.  For services to Business and the community in Worthing, West Sussex.",West Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor William James WEBB ,"Councillor, Newtownabbey Borough Council. For services to Local Government and the community.",Antrim
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Shaun WEBSTER ,For services to People with Learning Disabilities and their Families.,South Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Anne WELLER ,For voluntary and charitable services in Brighton and Hove.,East Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher Grahame WELSH ,"Director, Global and European Policy, Freight Transport Association.  For services to Shippers and the Shipping Industry.",Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine WHATTON ,"Foster Carer, Wolverhampton. For services to Children and Families.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John WHATTON ,"Foster Carer, Wolverhampton. For services to Children and Families.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Jordanne Joyce WHILEY ,Wheelchair Tennis Player.  For services to Wheelchair Tennis.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Kathryn Marie WHITLAM ,"Chair of Trustees, RSPCA Sheffield Branch.  For services to Animal Welfare.",Derbyshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul WICKES ,"Chief Executive, Cornwall Marine Network.  For services to the Marine Industry and the community in Falmouth, Cornwall.",Cornwall
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David John WIDDAS ,Nurse Consultant. For services to Children and Young People with Complex Care Needs.,Warwickshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine Mary WILKINSON ,For services to the Textiles Industry.,West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet Valerie WILKINSON ,"Communications Manager, Society of Motor Manufacturers and Traders. For services to the Motor Industry and charitable services.",Surrey
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sheila WILLIAMS ,"Volunteer, Petts Wood Playgroup, Kent.  For services to Children with Special Educational Needs and their Families.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robin WILLIAMSON ,For voluntary service to Taxpayers.,Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Derek WILSON ,"President, Andros UK and Council Member, Institute of Directors. For services to Business.",Hertfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Frank WILSON ,For services to Festival Arts in the North East.,Durham
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John WILSON ,"For services to Boxing, Young People and charity in Marlow, Buckinghamshire.",Buckinghamshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Sarah Katharine WINCKLESS ,For services to Sport and Young People.,Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Dylan Fitzpatrick WINDER ,"Head of Humanitarian Policy and Partnerships, Department for International Development.  For services to International Development particularly in the Philippines.",Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Patrick Leonard WING JP,"For services to the community in Solihull and Birmingham, West Midlands.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Elaine Margaret WOODBURN ,"Lately Leader, Copeland Council. For services to Local Government.",Cumbria
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Colonel John WOODWARD ,For services to Museums in Dorset.,Dorset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Deborah Jane WRIGHT ,Secretary to the Civil Procedure Rule Committee. Ministry of Justice.  For services to Civil Justice.,Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helena WYATT ,"Community Psychiatric Nurse, Oxfordshire. For services to Mental Health Nursing.",Oxfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Gordon Lewis AIKMAN ,For services to Motor Neurone Disease Awareness and Research.,Edinburgh
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Regina ALLANAH ,For voluntary service to the community in the London Borough of Haringey.,Cambridgeshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire, Iris ANDERSON ,For services to Diversity in Government.,London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Susanne Carol ANDERSON ,"For services to Peace and Reconciliation in Bushmills and Moyle District, County Antrim.",Antrim
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Timothy ANDERSON ,For services to the community in Northern Ireland.,Londonderry
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Robin Cyril ARCH ,"For services to the community in Great Doddington, Northamptonshire.",Northamptonshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Andrew Michael ARROWSMITH ,"For services to charity in Southwell, Nottinghamshire.",Nottinghamshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Clarence Herbert ATTERBY ,"President, Boston Conservative Association. For voluntary political service.",Lincolnshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Helen Mary AYLING ,"Vice-Chair of Governors, Uplands School, Sandhurst. For services to Education.",Berkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Olga Daisy BAINBRIDGE JP,"For services to the community in Shildon, Durham.",Durham
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Patricia Anne BARKER JP,"For services to the community in Haverfordwest, Pembrokeshire.",Pembrokeshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ann BARLOW ,"Homewatch Co-ordinator, Ashton-Under-Lyne. For services to Community Safety and Equal Opportunities.",Greater Manchester
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elizabeth Ann BARRETT ,For voluntary service to Public Rights of Way Network in East Anglia.,Suffolk
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Laura Carolyn BATES ,"Founder, Everyday Sexism Project.  For services to the Promotion of Gender Equality.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Joan Muriel Gladys BELL ,For services to Performing Arts in Northern Ireland.,Londonderry
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Susan Joan BELL ,For services to Diving.,Bedfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Rosemary Anne BENNETT JP,"For services to the community in Newbury, Berkshire.",Berkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Julian Peter Charles BIRLEY ,"Chairman, North Norfolk Railway. For services to Railway Heritage.",Somerset
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Edward BLACKWELL ,For voluntary service on the Isle of Luing.,Argyll and Bute
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Deborah Jane BLAKE ,"Business Administrative Specialist - Litigation, HMP Isle of Wight. For services to HM Prison Service.",Isle of Wight
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Christopher BOOCOCK ,"For voluntary services to the community in Barton, Cambridgeshire.",Cambridgeshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Mary Ann BOOKER ,For voluntary service to the Children’s Hearings System in Scotland and Riding for the Disabled in Aberdeenshire.,Aberdeenshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Kenneth BOON ,"Professional Driver, Royal Mail Group.  For services to the Royal Mail and charitable fundraising.",Hertfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Carolyn Louise BOOTH ,For services to the community in Aire Valley.,West Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Marilyne BOOTHE ,"Diary Secretary to the Chancellor, HM Treasury. For services to Public Administration and Diversity.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Doris Maureen BOWEN ,"For services to the community in Beulah, Powys.",Powys
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Olwen BOWEN EDITH ,"For services to the community in Llanbister, Powys.",Powys
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Donald BRAITHWAITE ,For services to Boxing and to Young People in Caerphilly.,Gwent
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Patricia Elizabeth BRIAN ,"For services to the community in Frodsham and Helsby, Cheshire.",Cheshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jennifer BRISKER ,For voluntary and charitable services.,Wiltshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Ernest BROOM ,"For services to the community in Bury St Edmunds, Suffolk.",Suffolk
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Norman BROWN ,"Secretary and Controller, Royal Pioneer Corps Association. For services to the Pioneer Regiment.",Northamptonshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Catherine Wallace BRUNTON ,For services to the community in North-East Fife.,Fife
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Simon Robert BUDD ,"For services to the community in Brockham, Surrey.",Surrey
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Robetson (Jack) BURGESS ,"Public Relations Officer, Scottish Saltire Association. For services to Military Aviation.",Fife
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Patricia Gillian Hampden Raynor BURSTALL ,"For voluntary service to the community in Bisham Village, Buckinghamshire.",Berkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Eileen Margaret CALDWELL ,"For services to charitable fundraising and the community in Portrush, Northern Ireland.",Antrim
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Anne CALLAGHAN ,"Parenting Practitioner, Nottinghamshire. For services to Children and Families.",Nottinghamshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Edith Jean CALWAY ,"Wings Appeal Officer, Bristol Branch.  For voluntary service to the RAF Association and to the community.",Bristol
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Susan Alison CAMERON ,For voluntary service to Youth Advantage Outreach in Aberdeenshire.,Aberdeen
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jacquelyn CARMICHAEL ,"Preschool Manageress, Robertson Barracks.  For services to Service Families.",Norfolk
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Graham Robert CARPENTER ,"Chief Executive, Dandelion Time. For services to Young People and Families in Kent.",East Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Catherine CARTER ,"Head of Humanitarian Information and Communication, Save the Children. For humanitarian services, particularly for Syria.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr George Alfred CARTER ,"For services to the community in Stokesley, North Yorkshire.",North Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Sqn Ldr David CHAPPELL RAF (RTD),"Higher Executive Officer, Ministry of Defence. For services to the RAF and to Conservation.",Northumberland
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Robin CLAYTON ,"For services to Hospital Radio, West Yorkshire.",West Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Bridget Ann CLULEY ,"Trustee, Hope and Homes for Children and Fundraiser, Divisional Vice President and Trustee, NSPCC. For services to Children and Families.",Worcestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Sheila COLLINS ,For services to the community in the Mournes.,Down
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Arthur Hugh CONWAY-JONES ,For services to Heritage in Gloucester.,Gloucestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ann Marie CORBET ,"Childminder, Bradford.  For services to Children.",West Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Patricia Anne CORRICK ,"For services to the community in Draycott and Rodney Stoke, Somerset.",Somerset
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jean CRAGHILL ,"For services to the community in Holmrook, Cumbria.",Cumbria
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Tracey Ann CREED ,"For services to the community in Guston, Kent.",Kent
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Katie Elizabeth CUTLER ,"For services to Fundraising in the community in Gateshead, Tyne and Wear.",Tyne and Wear
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Kenneth Aubrey DALTON ,"For services to the community in Blaby, Leicestershire.",Leicestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Percy George DAVEY ,"For services to Young People in Crediton, Devon through the Scout Movement.",Devon
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hazel Joan DAVIES ,"Lately Lollipop Lady, Maes-Y-Coed School, Cardiff. For services to Children and Road Safety.",Cardiff
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Rhiannon Eleri DAVIES ,"Welsh Language Officer, Aneurin Bevan University Health Board. For services to the Promotion of the Welsh Language in the NHS in South East Wales.",Monmouthshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Susan Joan DAVIES ,For services to the community in Bristol.,Bristol
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Linda DAWSON ,"For services to the Millennium Green in Hoddlesden, Lancashire.",Lancashire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Malcolm DAWSON ,"Security Operations Manager, University of Leeds. For services to Higher Education and Students.",North Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Victoria Margaret DAWSON ,Museum Volunteer. For services to Museums in the South West of England.,Somerset
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Councillor Frank Alan DELDERFIELD ,"For services to the communities in Great Totham and Maldon, Essex.",Essex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Carol Florence DOEY ,"For services to the community in Cookstown, County Tyrone.",Tyrone
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Cornelius George DONOVAN ,For services to Business and Charity in Essex.,Essex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Andrew Richard George DOW ,For services to Railway Heritage.,North Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Joan DOWNING ,"Councillor, Westfield Parish Council, East Sussex. For services to Rural Inclusion.",East Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Edith May DUBERLEY ,"Lately Postmistress.  For services to the community in Ruardean, Gloucestershire.",Gloucestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Julie DUDGEON JP,For services to charitable fundraising in the North East.,Tyne and Wear
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John EMERY ,Rugby Volunteer. For services to Grassroots Rugby in Gloucestershire.,Gloucestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Alice Jean EVANS ,"For services to the West Suffolk Group of Riding for the Disabled and to the community in Barrow, Suffolk.",Suffolk
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Christopher James Sydney EVANS ,"Volunteer, Ashford Cricket Club. For services to Grassroots Cricket.",Surrey
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Edward Watkin EVANS ,"Poppy Appeal Organiser, North Wales.  For voluntary service to the Royal British Legion.",Denbighshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Karen Elizabeth EVANS ,"Domestic Abuse Forum Chair, Rushmoor and Hart Districts, Hampshire Constabulary. For services to Protecting Victims of Domestic Abuse.",Hampshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Sandra Jane EVANS ,"Childminder and Community Leader, Hertfordshire.  For services to Children and Families.",Hertfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Barry John EWINGTON ,"President, Nuneaton Harriers. For services to Athletics in the Midlands.",Warwickshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Christopher Stuart FAIRHURST ,"For voluntary service to the community in Garth, Llangammarch Wells, Powys.",Powys
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Jennie FERRIGNO ,"Tenant Board Member and Chair, Red Kite Community Housing. For services to the community of Wycombe.",Buckinghamshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elaine Lilian FERRY ,"Dance Teacher and Principal, Three Spires Dance School. For services to Dance in Coventry.",West Midlands
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Myrna Rae FESTING ,"For services to the community in Rye, East Sussex.",East Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Constance Mary FOSTER ,"For services to the community in Castle Sowerby and Sebergham, Cumbria.",Cumbria
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Alan FOSTER ,"For services to the community in Castle Sowerby and Sebergham, Cumbria.",Cumbria
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Caroline Estella FOWKE ,"Volunteer, Wiltshire Dyslexia Association and Governor, Sheldon School, Wiltshire. For services to Children with Special Educational Needs and Disabilities.",Wiltshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Gary Malcolm FRANCIS ,"For services to the community in Gosport, Hampshire.",Hampshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Flora FRANK ,"For services to the Jewish community and to charity in Edgware, North London.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Carole Ann GARRETT ,"Director, Profit Optimiser.  For services to Enterprise and Skills in Burnley.",Lancashire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Joyce GEE ,For services to Children and Young People with Special Needs through The Deanne Gee Memorial Fund in York.,North Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael GEE ,Rugby Volunteer. For services to Rugby in the South West.,Cornwall
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Marion Elizabeth GILES ,"For services to the community, especially the Millom Recreation Centre in Cumbria.",Cumbria
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ruth GLENN ,For services to People with Learning Disabilities through the Swanley Cygnet Club in Kent.,Kent
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Robert Kenneth GOODMAN ,"Bandmaster, Britannia Band.  For services to Music in Northern Ireland.",Londonderry
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Judith Beatrice GRAHAM ,"Volunteer Fundraising Supporter, Chelsea Branch Chairman, NSPCC.  For services to Children.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Donald Cumming GRANT ,"Voluntary Observer, Dunbar Weather Station.  For services to Meteorology through the Voluntary Weather Observing Network.",East Lothian
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Margaret GRAY ,"For services to the community, especially to the Heaton Graveyard in Bradford, West Yorkshire.",West Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Sister Maureen GREAVES ,For services to the community in North Sheffield.,South Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Laura Kathleen GREENAWAY ,For services to Young People and to the community in Northern Ireland.,Down
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Brian GREGSON ,"Chair, Old Colwyn Scout Group Committee. For voluntary and charitable service to the community in Conwy.",Conwy
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Bibi Tej Kaur GREWAL ,For services to Interfaith Relations and the Sikh community in Berkshire.,Berkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Lorraine Margaret GROCOTT ,"Clerk, Milland Parish Council. For services to the community in Milland, West Sussex.",West Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Uttamjit GUJRAL ,"Head of Community Partnerships, London Borough of Hounslow. For services to the community in Hounslow.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jane Hilary GURNEY ,"For services to Adults with Learning and Physical Difficulties through the Target Club in Stowmarket, Suffolk.",Suffolk
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hilary Eleanor HALLIDAY ,"Public Relations Officer, Newry and Mourne District Council.  For services to Local Government.",Down
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Angela Mary HARRIS ,For services to the Hanwell Neighbourly Care Scheme in West London.,London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Bashir HASHAM ,For services to the community in Orkney.,Orkney
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Gregory HAWKINS ,Rugby Volunteer. For services to Rugby in the North West.,Greater Manchester
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Janet Elizabeth HAYLETT ,"For services to the community in Long and Little Wittenham, Oxfordshire.",Oxfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Peter Stanley Albert HAYMAN ,"For services to the community in Northiam, East Sussex.",East Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Kenneth John HEADLEY ,"Fundraiser, RNLI. For services to Maritime Safety.",East Lothian
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Edna Hilda HEAPPEY ,"For services to charity and to the community in Sutton Coldfield, West Midlands.",West Midlands
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Anne HEATH ,"Trustee, Home-Start Westminster.  For services to Children and Families.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elizabeth HEWITT ,"For services to the community in Hawarden and Mancot, Flintshire.",Flintshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Cdr (retd) Anthony HIGHAM ,"For services to the community in Hambledon, Hampshire and for charitable service.",Hampshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Dr Peter John HINE ,"Founder and Chair, West Yorkshire National Trust Volunteers.  For services to Heritage.",West Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Carl HINGLEY ,"Senior Automotive Technician, School of Mechanical Engineering, University of Birmingham. For services to Mechanical Engineering.",West Midlands
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Jeremy HOBBS ,"For services to charity, especially Compton Hospice in Wolverhampton, West Midlands.",West Midlands
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Kay Louise HOLMES ,"District Commissioner, Cardiff East and South Scouts. For services to Young People in Cardiff.",Cardiff
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Mary Elizabeth HORNE ,"For services to the community in Walton on Trent, Derbyshire.",Derbyshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Josephine Ann HORNER ,For services to the Citizens Advice Bureau in Stroud.,Gloucestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Gary Edward HOWARD ,"Lately Chief Office Clerk, House of Commons. For parliamentary service and voluntary service to the Scout Movement.",Hertfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Mary Norah HOWSE ,"For services to the community in Beckley and Rye, East Sussex.",East Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Dorothy HUDDART ,"Fundraiser, Penrith Branch, British Red Cross.  For charitable services.",Cumbria
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Councillor Clare Ceridwen HUGHES ,"For voluntary service to the community in Pontrhydfendigaid, Ceredigion.",Ceredigion
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Katherine HUGHES ,For voluntary service to the community in Caerphilly and to the Environment in Wales.,Gwent
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Maurice Jason HUMPHRIS DL JP,"For services to the community in Banbury, Oxfordshire.",Oxfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Keith Reginald HUNT ,"For services to Sport and to the community in Reading and Wokingham, Berkshire.",Berkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Rahanara Sadia HUSSAIN ,For services to Diversity Inclusion and the community.,Essex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Josephine Jane Jordan HUTCHINSON ,For services to the Arts in Worthing.,West Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Mary ISAAC ,For services to Heritage in the South West.,Gloucestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Vernon Lewis JENNINGS ,"For services to the Barns Green Half Marathon and to the community in Barns Green, West Sussex.",West Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Councillor Douglas James JOHN ,"For services to the community in Pencoed, Bridgend.",Mid Glamorgan
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Donald JOHNSON ,"For services to the community in Winterton, North Lincolnshire.",Lincolnshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Shirley JOHNSTON ,"Sub Post Mistress, Culkey, County Fermanagh.  For services to the Post Office and to the community in Culkey.",Fermanagh
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Allan Frederick JONES ,"Honorary President, Edmonton Unit, Sea Cadet Corps. For voluntary service.",Bedfordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Doris Mary JONES ,"Councillor, Darlington Borough Council and Chair, Middleton St George Parish Council. For services to the community in County Durham.",Durham
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Gillian Avril JONES ,"For voluntary service to the community in Llanrhystud, Ceredigion.",Ceredigion
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Peter Carter JONES ,"For services to the Establishment of the Welsh National First World War Memorial in Flanders, Belgium.",Swansea
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr William Wallace JONES ,Church Organist.  For services to Music in North Ayrshire.,Ayrshire and Arran
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ruth Lesley JUBERT ,"Chair, Home Start Guildford.  For services to Children and Families.",Surrey
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Claire JUDGE ,"Lately Volunteer, Development Committee, Ashurst Wood Community Pre-School. For services to Early Years Education.",West Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Matthew James Ivan KEE ,For services to Fundraising in Fermanagh and Trillick.,Fermanagh
