,,Birthday Honours List 2011,,,,,
New Year,List,Order,Level,Award,Name,Citation,County
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John David BEWICK ,"Director of Strategic Development, South West Strategic Health Authority.  For services to the NHS.",Dorset
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Lewis BIGGS FRSA,"Chief Executive and Artistic Director, Liverpool Biennial.  For services to the Arts in the North West.",Merseyside
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret Fraser BIONDI ,"Area Implementation Manager, Child Support Agency, Department for Work and Pensions.",Glasgow
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Alison Margaret BLACKBURN ,"Chair, Board of Governors, Harper Adams University College.  For voluntary service to Land-Based Higher Education.",Suffolk
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Simon Anthony BLAKE ,For services to the Voluntary Sector and to Young People.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John William BOND ,"Scientific Support Manager, Northamptonshire Police.  For services to Forensic Science and to the Police.",Northamptonshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert BOOTH ,"Executive Director, Land and Environmental Services, Glasgow City Council.  For services to Local Government.",Renfrewshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard Henry BOYD DL,For services to the community in Essex.,Essex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Stephen BRAIN ,"Grade B2, Ministry of Defence.",Scotland
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Helen BRAITHWAITE ,"Resilience Manager, Government Office for the West Midlands, Department for Communities and Local Government.",Worcestershire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Helen BRAND ,"Chief Executive, Association of Chartered Certified Accountants.  For services to the Accountancy Profession.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith BROOKER ,For services to Vocational and Technical Education and Training.,Hertfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Tim BROOKE-TAYLOR ,Actor and Writer.  For services to Light Entertainment.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Rosalind Jane BROWN ,"Chief Executive Officer, South Yorkshire Probation Trust.  For public service.",North Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sheelagh BROWN ,"Lately Headteacher, Warminster Kingdown School, Wiltshire and National Challenge Adviser. For services to Education.",Wiltshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Angela BURRIDGE ,"Headteacher, Brentry Primary School, Bristol. For services to Education.",Somerset
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Noreen BURROWS ,"Jean Monnet Professor of European Law, University of Glasgow. For services to Scholarship and to Human Rights.",Glasgow
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Anthony Kim BURTON ,For services to Occupational Healthcare.,West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Alexander Messent CAIRNCROSS ,For services to Environmental Health Overseas.,Hertfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Janette Elizabeth (Jan) CAMPBELL ,"Founder and Chair of Trustees, Personal, Social and Health Education (PSHE) Association.  For services to Education.",Lincolnshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth CAVAN ,"Lately Chair, UK Chartered Society of Physiotherapy.  For services to Healthcare in Northern Ireland.",Down
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Rodney CHAMBERS ,"Leader, Medway Council.  For services to Local Government.",Kent
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Allison CHIN ,"Headteacher, Swinnow Primary School, Leeds. For services to Education.",West Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Sophie CHURCHILL ,"Chief Executive, National Forest Company.  For services to the Environment.",Derbyshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Lee Vincent COATES ,For services to Ethical Business and Finance.,Gloucestershire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Jane Mary COCKING ,"Humanitarian Director, Oxfam. For services to the Voluntary Sector.",Oxfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Guy COLLYER ,For public service.,Middlesex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jess CONRAD ,For charitable services.,Buckinghamshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Kasmin COONEY ,"Managing Director, Righttrack Consultancy Ltd.  For services to Training and to Exports.",West Midlands
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Barbara Elizabeth CRAWFORD ,"President, Society of Antiquaries of Scotland.  For services to History and Archaeology.",Fife
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Bernard CRIBBINS ,Actor.  For services to Drama.,Surrey
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Joanna Gabrielle DA SILVA ,For services to Engineering and to Humanitarian Relief.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Richard Charles DARTON ,"Professor of Engineering Science, University of Oxford and President, European Federation of Chemical Engineering.  For services to Engineering.",Oxfordshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Maldwyn William DAVIES ,"Lately Chairman, General Teaching Council for Wales and Headteacher, Willows High School, Cardiff.  For services to Education.",Torfaen
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gerald Vincent Irwin DAVIS ,"Chair of Corporation, College of North West London.  For voluntary service to Further Education.",Middlesex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Richard  John DAVIS ,"Professor of Astrophysics, Jodrell Bank Centre for Astrophysics, University of Manchester.  For services to Science.",Cheshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian DAWSON ,"Liaison Magistrate Pakistan, Crown Prosecution Service.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Edmund DE WAAL ,Ceramic Artist.  For services to Art.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Simon DEACY ,For services to Victims and Witnesses.,Gwent
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Beverley DE-GALE ,"Co-Founder, African Caribbean Leukaemia Trust.  For services to Healthcare.",Surrey
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Brigadier William Ian Cotter DOBBIE ,"General-Secretary, Council of Voluntary Welfare Workers.  For services to the Armed Forces.",Kent
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Colin DOCKER ,"Head of Electoral Administration, Cabinet Office.",London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Christopher DODSON ,"Chairman, Mortimer Group.  For services to Industry.",Berkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susan DONNELLY JP,"Service Security Manager, Corporate IT, Department for Work and Pensions.",Merseyside
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Timothy James DOWN ,"Lately Deputy Director, Sector Skills, Department for Business, Innovation and Skills.",South Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Susan Mary DOWNE ,"Director of Research in Childbirth and Health Unit and Professor of Midwifery Studies, University of Central Lancashire.  For services to Midwifery.",Lancashire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Frank DUFFIELD QFSM,"Chief Fire Officer, Humberside Fire and Rescue Service.  For services to Local Government.",East Riding of Yorkshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Lee EGGLESTON ,For services to Issues Affecting Women.,Essex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Evelyn EWING ,For services to Community Housing in Glasgow.,Glasgow
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Nicholas FARRAR ,"Head of Exchequer Losses, Benefits and Credits, Preston, HM Revenue and Customs.",Lancashire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gary FARROW ,For services to the Music Industry and to Charity.,London
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard FAVIER ,"Head of Insolvency and Restructuring, Pension Protection Fund.  For services to Business.",Essex
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William Stephen FERRIS ,"Chief Executive, Chatham Historic Dockyard Trust.  For services to Heritage.",Kent
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Deborah Jane FISH ,"Grade B1, Ministry of Defence.",Wiltshire
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert David FLEMING ,For public service.,Tyrone
Birthday,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew FLOWER ,"Director, England National Cricket Team.  For services to Sport.",Warwickshire
